競馬場,競走年月日,レース番号,枠番,帽色,馬番,馬名,性,齢,毛色,生年月日,父馬名,母馬名,母父馬名,騎手名,騎手所属,負担重量,騎手成績,調教師,調教師所属,馬主氏名,生産牧場名,馬体重,馬体重増減,全成績,ダート左成績,ダート右成績,当競馬場成績,うち当距離成績,最高タイム,最高タイム良馬場,着順,タイム,着差,上がり3F,人気
金沢,20260825,7,8,桃,9,オーデンオパール,牝,4,黒鹿毛,20220407,サングレーザー,ゴールドタンバリン,ヘニーヒューズ,魚住謙,金沢,55,1-0-5-4,鋤田誠,金沢,横田一男,豊洋牧場,,,1-1-7-17,0-1-2-13,1-0-5-4,1-0-5-4,0-0-2-2,1:40.1,良1:40.6,,,,,1
金沢,20260825,7,8,桃,10,ロングサクセション,牡,8,栗毛,20180525,ミッキーアイル,シビサーバ,"Dixieland Band",青柳正,金沢,57,3-1-3-5,鈴木正,金沢,岩崎僖澄,ゴールドアップカンパ,,,10-8-10-57,0-0-0-0,10-8-10-56,3-2-3-10,1-2-1-3,1:35.8,良1:35.8,,,,,1
金沢,20260825,8,1,白,1,トゥルーバローズ,セン,8,鹿毛,20180416,ロードカナロア,ヴェルデライト,ディープインパクト,吉原寛,金沢,57,1-1-1-2,加藤義,金沢,（株）マフィン,二風谷ファーム,,,17-7-2-28,6-2-1-11,11-5-1-13,0-2-0-1,0-1-0-1,1:29.9,,,,,,1
金沢,20260825,8,2,黒,2,ドライブアウェイ,牝,4,鹿毛,20220325,フォーウィールドライブ,マリスステラ,シニスターミニスター,青柳正,金沢,55,0-0-1-1,藤田弘,金沢,山口正行,前田牧場,,,5-2-1-7,0-0-0-0,5-2-1-7,0-0-1-1,0-0-0-1,1:32.2,,,,,,1
金沢,20260825,8,3,赤,3,バルミーウェザー,セン,5,黒鹿毛,20210327,パイロ,スプリングタイム,ストリートセンス,栗原大,金沢,57,2-1-1-2,佐藤茂,金沢,安瀬裕一,ダーレー・ジャパン・,,,5-4-3-17,0-0-1-4,5-4-2-9,4-3-1-3,2-3-0-1,1:29.2,良1:31.5,,,,,1
金沢,20260825,8,4,青,4,マニーヒーロー,牡,4,鹿毛,20220217,サトノダイヤモンド,ファイブフォース,アルデバラン2,加藤翔,金沢,57,0-0-0-0,加藤和,金沢,（株）ファーストビジョン,ディアレストクラブ,,,9-5-5-15,0-0-0-2,9-5-5-11,9-5-5-7,3-1-4-3,1:28.3,良1:29.2,,,,,1
金沢,20260825,8,5,黄,5,ウェザーコック,牡,6,鹿毛,20200201,タリスマニック,レッドフェザー,ディープスカイ,平瀬城,金沢,57,1-0-0-4,堀場裕,金沢,（株）ＨＦＧ越後,ダーレー・ジャパン・,,,6-7-5-28,0-0-0-0,6-7-5-27,4-5-3-13,0-1-1-3,1:29.2,良1:29.2,,,,,1
金沢,20260825,8,6,緑,6,タブラオ,セン,8,鹿毛,20180503,アイルハヴアナザー,プルーフオブラヴ,サンデーサイレンス,中島龍,金沢,57,2-0-2-2,井樋一,金沢,犬飼優,新冠橋本牧場,,,11-6-8-35,3-1-0-9,8-5-8-26,2-0-2-2,1-0-1-0,1:31.2,良1:31.2,,,,,1
金沢,20260825,8,7,橙,7,ネバレチュゴー,牡,6,鹿毛,20200311,アメリカンペイトリオット,メランコリア,プリサイスエンド,柴田勇,金沢,57,0-0-0-3,金田一,金沢,（有）ミルファーム,ミルファーム,,,5-7-1-19,0-0-0-3,5-7-1-12,3-2-1-3,2-2-0-1,1:29.3,良1:31.4,,,,,1
金沢,20260825,9,1,白,1,イルミネーター,牡,9,鹿毛,20170418,トーセンブライト,リエートフィーネ,ゼンノロブロイ,魚住謙,金沢,57,0-3-0-1,藤田弘,金沢,山上和良,岡部牧場,,,7-9-7-46,0-0-0-6,7-9-7-36,5-6-4-5,0-0-0-1,2:11.8,良2:11.8,,,,,1
金沢,20260825,9,2,黒,2,ベアエンジェル,牝,5,鹿毛,20210214,リアルスティール,レックスレイノス,Intikhab,松戸政,金沢,55,0-0-0-5,藤田弘,金沢,（株）ＫＹＮステーブル,下屋敷牧場,,,7-8-4-22,0-0-0-2,7-8-4-20,0-0-0-5,0-0-0-0,,,,,,,1
金沢,20260825,9,3,赤,3,カイル,牡,7,青鹿毛,20190403,トーセンブライト,トーセンヴェール,クロフネ,吉原寛,金沢,57,0-0-0-0,小久智,浦和,島川隆哉,有限会社エスティファ,,,4-5-6-24,1-3-3-11,3-2-3-13,0-1-1-1,0-0-0-0,,,,,,,1
金沢,20260825,9,4,青,4,デルマアートマン,セン,5,鹿毛,20210301,オルフェーヴル,オータムフラワー,"Flower Alley",鈴木太,金沢,57,0-0-0-2,加藤義,金沢,浅沼廣幸,社台ファーム,,,4-3-2-20,1-0-0-1,3-3-2-17,1-2-2-8,0-0-0-0,,,,,,,1
金沢,20260825,9,5,黄,5,アルドーレ,牡,11,栗毛,20150430,オルフェーヴル,ティックルピンク,フレンチデピュティ,加藤翔,金沢,57,0-0-0-1,田中守,高知,酒井孝敏,辻牧場,,,12-6-9-31,4-0-1-9,8-6-8-21,0-0-0-0,0-0-0-0,,,,,,,1
金沢,20260825,9,6,緑,6,ユアヒストリー,牡,8,鹿毛,20180418,ルーラーシップ,アイムユアドリーム,フジキセキ,柴田勇,金沢,57,0-0-0-1,金田一,金沢,伊藤捷一,ノーザンファーム,,,7-4-7-27,2-2-4-14,5-2-3-12,0-0-0-1,0-0-0-0,,,,,,,1
金沢,20260825,9,7,橙,7,ローズボウル,牡,8,鹿毛,20180405,キズナ,オールドパサデナ,"Empire Maker",飛田愛,佐賀,57,0-0-0-0,宮川浩,高知,生垣博志,社台ファーム,,,4-5-11-30,2-2-3-10,2-3-8-20,0-0-0-0,0-0-0-0,,,,,,,1
金沢,20260825,9,7,橙,8,サクラトゥジュール,セン,9,青鹿毛,20170414,ネオユニヴァース,サクラレーヌ,シンボリクリスエス,青柳正,金沢,57,1-0-0-0,中川雅,金沢,（株）さくらコマース,谷岡牧場,,,8-7-1-16,0-0-0-1,1-0-0-0,1-0-0-0,0-0-0-0,,,,,,,1
金沢,20260825,9,8,桃,9,プリフロオールイン,牡,5,鹿毛,20210317,アニマルキングダム,サンコロネット,スペシャルウィーク,宮川実,高知,57,11-0-0-4,打越勇,高知,（株）グリーンファーム,笠松牧場,,,12-1-0-4,0-0-0-0,12-1-0-4,0-0-0-0,0-0-0-0,,,,,,,1
金沢,20260825,9,8,桃,10,ダンテバローズ,牡,6,鹿毛,20200307,ドレフォン,スズカエルマンボ,シンボリクリスエス,小牧太,兵庫,57,2-0-0-0,新子雅,兵庫,猪熊広次,服部牧場,,,8-4-2-10,0-0-0-3,8-4-2-7,0-0-0-0,0-0-0-0,,,,,,,1
金沢,20260825,10,1,白,1,コーパスクリスティ,牡,6,栗毛,20200504,エピファネイア,レッドソンブレロ,キングカメハメハ,中島龍,金沢,57,4-2-1-1,加藤和,金沢,（株）ファーストビジョン,ノーザンファーム,,,6-3-1-13,0-0-0-2,4-3-1-5,4-3-1-4,2-2-0-4,1:34.9,良1:34.9,,,,,1
金沢,20260825,10,2,黒,2,ドナデュボア,牝,5,鹿毛,20210309,ダノンレジェンド,キョウエイボヌール,ゴールドアリュール,沖静男,金沢,55,1-2-1-4,井樋一,金沢,内山啓,山春牧場,,,2-6-3-19,1-3-2-12,1-3-1-7,1-3-1-5,0-0-0-3,1:41.6,良1:41.6,,,,,1
金沢,20260825,10,3,赤,3,プライムライン,セン,9,鹿毛,20170312,ハーツクライ,バートラムガーデン,サクラバクシンオー,兼子千,金沢,57,2-1-0-4,井樋一,金沢,（有）総武開発,下河辺牧場,,,9-7-1-21,0-0-0-1,9-7-0-16,4-1-0-4,1-0-0-3,1:40.8,良1:40.8,,,,,1
金沢,20260825,10,4,青,4,ハガネ,牡,6,鹿毛,20200227,ルーラーシップ,ダイワスピリット,ダンスインザダーク,魚住謙,金沢,57,0-0-0-2,藤田弘,金沢,松井要,下河辺牧場,,,4-5-7-45,0-0-0-2,3-5-7-35,3-5-7-32,3-3-2-8,1:35.2,良1:35.2,,,,,1
金沢,20260825,10,5,黄,5,ユウトザイースト,牡,5,栗毛,20210223,エスポワールシチー,ドゥルセデレーチェ,フレンチデピュティ,服部大,金沢,57,0-0-0-3,川添明,金沢,太田雅貴,市川牧場,,,3-2-3-21,0-0-0-1,3-2-3-20,0-0-0-7,0-0-0-3,1:41.3,良1:41.3,,,,,1
金沢,20260825,10,5,黄,6,フェスティヴカレン,牝,5,鹿毛,20210222,ジャスタウェイ,ジェルミナーレ,アドマイヤムーン,栗原大,金沢,55,3-0-2-9,堀場裕,金沢,（有）ランドエコノミーコンサルタント,丸幸小林牧場,,,3-2-4-29,0-1-0-9,3-0-4-15,3-0-4-14,0-0-2-4,1:36.8,,,,,,1
金沢,20260825,10,6,緑,7,クレイプマートル,牝,6,鹿毛,20200331,ジョーカプチーノ,パドブレ,ホワイトマズル,田知弘,金沢,55,1-0-0-4,金田一,金沢,清水敏,ミルファーム,,,7-3-4-22,0-0-0-2,7-3-3-10,7-3-3-8,4-1-1-4,1:35.7,良1:36.4,,,,,1
金沢,20260825,10,6,緑,8,ビックゲート,牡,4,黒鹿毛,20220419,ルヴァンスレーヴ,エイブルインレース,フジキセキ,加藤翔,金沢,57,3-0-2-6,高橋優,金沢,大門忠司,荒井ファーム,,,3-1-6-27,0-0-0-0,3-1-6-27,3-1-6-27,1-1-4-12,1:37.8,良1:37.8,,,,,1
金沢,20260825,10,7,橙,9,カワキタオルゴ,牝,7,鹿毛,20190306,リアルインパクト,カワキタリーズン,ファスリエフ,浅野登,金沢,▲52,0-0-0-1,池田敦,金沢,渡邊優磨,木田牧場,,,6-7-9-47,0-0-0-2,6-7-9-43,1-1-0-7,1-0-0-4,1:41.8,良1:43.9,,,,,1
金沢,20260825,10,7,橙,10,ユイノコキュウ,牡,5,鹿毛,20210402,マジェスティックウォリアー,ベッキー,ブラックタイド,柴田勇,金沢,57,0-0-1-0,加藤和,金沢,（株）ファーストビジョン,新冠橋本牧場,,,3-1-2-23,0-0-0-2,3-1-2-13,2-1-2-6,1-1-1-3,1:40.8,良1:41.9,,,,,1
金沢,20260825,10,8,桃,11,ミリアドタレント,牝,4,栗毛,20220316,Sottsass,Minorette,"Smart Strike",松戸政,金沢,55,2-1-2-2,藤田弘,金沢,清水隆雄,ＳｈａｄａｉＦａｒｍ,,,2-2-5-12,0-0-0-0,2-2-5-9,2-1-2-2,1-0-0-1,1:39.5,良1:39.5,,,,,1
金沢,20260825,10,8,桃,12,ドンタカーミ,牝,5,栗毛,20210226,バゴ,プレイフォミラクル,ヘニーヒューズ,青柳正,金沢,55,0-2-2-7,鈴木正,金沢,村田滋,日本中央競馬会日高育,,,1-8-8-24,0-0-0-0,1-8-8-21,1-4-7-17,1-2-4-10,1:37.3,良1:37.5,,,,,1
笠松,20260825,1,1,白,1,ウィアザピープル,牝,4,青鹿毛,20220415,ゴールドアクター,ゴールドハーツ,ハーツクライ,森島貴,笠松,55,0-0-1-10,伊藤好,笠松,（有）ホースケア,沖田牧場,,,1-0-2-44,0-0-0-0,1-0-2-44,1-0-1-22,1-0-1-20,1:32.0,良1:32.0,,,,,1
笠松,20260825,1,2,黒,2,コランタ,牝,4,栗毛,20220514,ジャスタウェイ,コレー,キングカメハメハ,東川慎,笠松,55,1-2-0-0,後藤正,笠松,小林義彦,（有）社台コーポレー,,,1-3-1-17,0-0-0-0,1-3-1-17,1-3-1-17,1-3-1-9,1:32.3,良1:32.3,,,,,1
笠松,20260825,1,3,赤,3,ドロップオブレイ,牝,4,鹿毛,20220526,ウインブライト,プレシャスドロップ,フレンチデピュティ,加藤聡,愛知,55,1-0-0-0,後藤佑,笠松,岡田将一,岡田スタツド,,,1-0-0-3,0-0-0-0,1-0-0-0,1-0-0-0,0-0-0-0,,,,,,,1
笠松,20260825,1,4,青,4,オーケーサイン,牝,4,栗毛,20220209,サングラス,シンセツ,ホワイトマズル,丸山真,愛知,55,0-0-0-1,伊藤好,笠松,（有）ホースケア,多田善弘,,,0-1-2-31,0-0-0-2,0-1-2-29,0-1-2-28,0-0-1-23,1:31.9,良1:33.5,,,,,1
笠松,20260825,1,5,黄,5,スイモアマイモ,牝,4,黒鹿毛,20220117,モーリス,ワイドロータス,ダンスインザダーク,明星晴,笠松,55,0-0-0-0,伊藤好,笠松,（有）総武開発,下河辺牧場,,,0-0-1-24,0-0-0-0,0-0-1-20,0-0-0-12,0-0-0-10,1:34.1,良1:34.1,,,,,1
笠松,20260825,1,6,緑,6,ハナノクロコ,牝,5,鹿毛,20210424,スウィフトカレント,ハナノゴジュウマル,フォーティナイナーズサン,深澤杏,笠松,◇53,0-0-0-2,栗本陽,笠松,田中忠商事（株）,太田ファーム,,,0-0-1-27,0-0-0-0,0-0-1-27,0-0-1-2,0-0-1-2,1:33.5,良1:33.5,,,,,1
笠松,20260825,1,7,橙,7,アイベット,牝,4,鹿毛,20220223,ミッキーロケット,イエスアイキャン,スマートボーイ,阿部基,笠松,☆54,0-0-0-0,伊藤好,笠松,（有）ホースケア,沖田牧場,,,1-1-3-32,0-0-0-0,1-1-3-32,0-0-0-25,0-0-0-21,1:32.8,良1:32.8,,,,,1
笠松,20260825,1,8,桃,8,ドナドナ,牝,5,鹿毛,20210202,サンダースノー,ドナパフューム,Bertolini,松本一,笠松,55,0-0-0-0,川嶋弘,笠松,（株）ニッシンホールディングス,株式会社千里ファーム,,,0-0-0-3,0-0-0-1,0-0-0-1,0-0-0-0,0-0-0-0,,,,,,,1
笠松,20260825,2,1,白,1,カレンヒロ,牝,4,黒鹿毛,20220506,カレンブラックヒル,モシモシ,ジャングルポケット,森島貴,笠松,55,0-1-3-10,栗本陽,笠松,三田正眞,木村牧場,,,0-6-5-43,0-0-0-0,0-6-5-43,0-4-4-16,0-4-4-15,1:32.4,良1:33.4,,,,,1
笠松,20260825,2,2,黒,2,ワンショートデイ,牝,4,青鹿毛,20220429,ニューイヤーズデイ,スウィートアンドフローレス,"Unbridled's Song",塚本征,愛知,55,0-1-1-1,藤田正,笠松,（株）ファーストビジョン,パカパカファーム,,,1-2-3-11,0-0-0-0,1-2-3-10,1-2-3-9,1-2-2-9,1:32.0,良1:32.1,,,,,1
笠松,20260825,2,3,赤,3,リコネクト,牝,8,栗毛,20180410,アイルハヴアナザー,カスタリア,サンデーサイレンス,深澤杏,笠松,◇53,0-1-3-34,後藤正,笠松,杉岡弘和,オリオンファーム,,,7-6-13-99,0-0-0-1,7-6-13-96,7-6-13-95,6-4-11-79,1:29.6,良1:29.6,,,,,1
笠松,20260825,2,4,青,4,ベラジオガール,牝,5,鹿毛,20210415,ビーチパトロール,ヴォーティブ,トーセンホマレボシ,阿部基,笠松,☆54,0-0-0-0,伊藤好,笠松,（有）ホースケア,辻牧場,,,2-2-6-61,0-0-0-0,2-2-6-61,2-2-6-46,2-2-5-41,1:31.5,良1:31.5,,,,,1
笠松,20260825,2,5,黄,5,モリノリオン,牝,5,黒鹿毛,20210501,リオンディーズ,エアヴェイユ,ハードスパン,細川智,愛知,55,0-0-0-2,藤田正,笠松,（株）ファーストビジョン,稲原牧場,,,1-7-5-33,0-0-0-1,1-7-5-31,1-7-5-29,1-5-4-26,1:30.7,良1:30.7,,,,,1
笠松,20260825,2,6,緑,6,ヒルノマース,牝,7,鹿毛,20190429,ヴァンセンヌ,サクラピュアハート,サクラプレジデント,東川慎,笠松,55,0-2-1-6,後藤正,笠松,蛭川正文,桑嶋峰雄,,,4-12-13-86,0-0-0-0,4-12-13-86,4-12-13-86,4-10-11-63,1:29.3,良1:29.3,,,,,1
笠松,20260825,2,7,橙,7,オドントグロッサム,牝,4,鹿毛,20220217,サトノアラジン,シャンテリー,スクリーンヒーロー,高木健,笠松,55,0-3-2-9,水野善,笠松,小橋亮太,Ｔホースランチ,,,1-5-3-23,0-0-0-0,1-5-3-23,1-5-3-23,1-4-2-18,1:32.7,良1:32.7,,,,,1
笠松,20260825,2,8,桃,8,コンストラクション,牡,4,鹿毛,20220213,ホッコータルマエ,パミーナ,エスケンデレヤ,筒井勇,笠松,57,0-0-0-1,加藤幸,笠松,（有）和田牧場,中脇一幸,,,1-1-0-4,0-0-0-1,1-1-0-3,1-1-0-1,1-1-0-0,1:32.7,良1:32.7,,,,,1
笠松,20260825,3,1,白,1,クリチャーシシー,セン,4,鹿毛,20220304,レッドベルジュール,メイショウベルシア,タニノギムレット,筒井勇,笠松,57,2-2-2-6,大橋敬,笠松,武仲哲司,リトルブルーファーム,,,4-2-3-21,0-0-0-0,4-2-3-21,4-2-3-21,4-2-2-16,1:31.2,良1:31.2,,,,,1
笠松,20260825,3,2,黒,2,ゴールデンマーチ,牝,4,芦毛,20220314,ゴールドシップ,カレイメモワール,アドマイヤムーン,加藤利,愛知,55,0-0-0-0,水野善,笠松,遠藤喜和,ディアレストクラブ,,,1-1-1-28,0-0-0-0,1-1-1-22,0-0-1-2,0-0-1-2,1:33.7,良1:33.7,,,,,1
笠松,20260825,3,3,赤,3,リート,牝,5,鹿毛,20210211,サトノクラウン,アーキタイプ,ディープインパクト,森島貴,笠松,55,0-1-1-7,水野善,笠松,冨田清誠,下河辺牧場,,,0-3-1-25,0-0-0-0,0-3-1-20,0-1-1-8,0-1-1-7,1:32.7,良1:32.7,,,,,1
笠松,20260825,3,4,青,4,マジョリー,牝,7,鹿毛,20190428,ビッグアーサー,マルカジュリエット,サンデーサイレンス,松本一,笠松,55,1-2-3-16,伊藤好,笠松,（有）ホースケア,ナカノファーム,,,3-8-9-76,0-0-0-2,3-8-8-71,2-4-7-56,2-4-7-38,1:29.0,良1:29.0,,,,,1
笠松,20260825,3,5,黄,5,サノノダンサー,牝,4,栗毛,20220314,オーヴァルエース,フレンチドール,フレンチデピュティ,深澤杏,笠松,◇53,2-0-0-6,藤田正,笠松,（株）ファーストビジョン,小河豊水,,,2-3-3-20,0-0-0-2,2-3-3-18,2-3-3-17,2-3-3-16,1:32.3,良1:32.3,,,,,1
笠松,20260825,3,6,緑,6,シバノテンテン,牝,5,芦毛,20210429,エイシンヒカリ,シバノテンショウ,アイルハヴアナザー,塚本征,愛知,55,0-0-0-5,藤田正,笠松,ギリビシュヌ,トモファーム,,,2-2-1-29,0-0-0-0,2-2-1-28,1-0-1-6,1-0-0-4,1:32.2,良1:32.2,,,,,1
笠松,20260825,3,7,橙,7,パーパスポイント,セン,5,栗毛,20210311,アジアエクスプレス,キャルスカイ,ダイワメジャー,細川智,愛知,57,0-0-0-0,藤田正,笠松,小橋亮太,千代田牧場,,,2-5-1-20,1-2-1-9,1-3-0-11,1-3-0-10,0-3-0-8,1:31.2,良1:31.2,,,,,1
笠松,20260825,3,8,桃,8,ヒルノヴィクトリア,セン,6,青鹿毛,20200416,ハーツクライ,クライフォージョイ,サクラバクシンオー,向山牧,笠松,57,1-1-2-27,後藤正,笠松,蛭川正文,下屋敷牧場,,,1-7-6-57,0-0-1-0,1-7-5-57,1-7-5-56,1-6-4-50,1:30.8,良1:30.8,,,,,1
笠松,20260825,4,1,白,1,テーオーライラ,牝,7,栗毛,20190213,ワールドエース,カリズマティックゴールド,Charismatic,森島貴,笠松,55,1-1-1-15,大橋敬,笠松,鈴木良文,ノーザンファーム,,,4-9-11-58,0-0-0-0,4-9-11-56,2-5-7-49,1-5-6-36,1:29.2,良1:29.2,,,,,1
笠松,20260825,4,2,黒,2,ココロエ,牝,4,鹿毛,20220429,スワーヴリチャード,ウインプルミエ,ステイゴールド,東川慎,笠松,55,1-1-4-14,後藤正,笠松,伊藤弘泰,コスモヴューファーム,,,1-1-5-24,0-0-0-0,1-1-5-17,1-1-5-16,1-1-5-13,1:32.1,良1:32.1,,,,,1
笠松,20260825,4,3,赤,3,クイーンズグリーン,牝,4,栗毛,20220313,エスケンデレヤ,アイハヴアジョイ,アイルハヴアナザー,阿部基,笠松,☆54,0-0-0-0,後藤正,笠松,伊藤弘泰,日本中央競馬会日高育,,,1-1-2-31,0-0-0-0,1-1-2-28,1-1-2-27,1-1-1-23,1:33.3,良1:33.3,,,,,1
笠松,20260825,4,4,青,4,キミニメロメロ,牝,5,黒鹿毛,20210221,タリスマニック,トーホウハニー,ステイゴールド,井口裕,笠松,▲52,0-0-0-1,水野善,笠松,小橋亮太,竹島幸治,,,1-3-4-35,0-1-2-23,1-2-2-12,0-1-0-6,0-1-0-6,1:32.7,良1:32.7,,,,,1
笠松,20260825,4,5,黄,5,アイヴカムバック,牝,6,青鹿毛,20200312,アドマイヤマックス,パッションロード,ファンタスティックライト,大原浩,笠松,55,1-0-1-4,川嶋弘,笠松,田中良輝,室田千秋,,,2-4-10-53,0-0-0-2,2-4-10-51,2-2-8-45,2-2-8-41,1:30.0,良1:30.0,,,,,1
笠松,20260825,4,6,緑,6,グロリアストップ,牝,4,黒鹿毛,20220321,ディープブリランテ,エンプレスラブ,マイネルラヴ,深澤杏,笠松,◇53,0-1-0-7,伊藤好,笠松,小橋亮太,村中牧場,,,0-5-0-25,0-0-0-0,0-5-0-25,0-5-0-11,0-5-0-11,1:32.7,良1:32.7,,,,,1
笠松,20260825,4,7,橙,7,エンシェントダンス,牝,4,栗毛,20220411,カリフォルニアクローム,デセニアル,Trippi,加藤聡,愛知,55,0-0-0-0,伊藤強,笠松,加藤知泰,村上欽哉,,,0-1-3-18,0-0-3-17,0-1-0-1,0-1-0-1,0-1-0-1,1:33.1,良1:33.1,,,,,1
笠松,20260825,4,8,桃,8,オオイリブクロ,牡,4,鹿毛,20220503,ディスクリートキャット,フルーツタルト,ディープインパクト,塚本征,愛知,57,1-0-0-8,藤田正,笠松,（同）ＪＰＮ技研,ナカノファーム,,,4-1-0-18,0-0-0-1,4-1-0-14,4-1-0-14,3-1-0-9,1:32.6,良1:32.8,,,,,1
笠松,20260825,5,1,白,1,マイネルアットーレ,牡,5,黒鹿毛,20210429,スクリーンヒーロー,アンネリース,ヴィクトワールピサ,細川智,愛知,57,0-0-0-1,藤田正,笠松,（株）ファーストビジョン,ビッグレッドファーム,,,0-4-6-37,0-0-0-0,0-4-6-34,0-0-2-11,0-0-1-7,1:32.0,良1:32.7,,,,,1
笠松,20260825,5,2,黒,2,ハッピーノリクン,セン,7,栗毛,20190405,ダイワメジャー,ハッピーノリチャン,サクラバクシンオー,塚本征,愛知,57,2-1-2-6,藤田正,笠松,足立範子,タイヘイ牧場,,,6-3-5-47,0-0-0-1,6-3-5-38,6-3-5-33,4-2-4-32,1:29.9,良1:29.9,,,,,1
笠松,20260825,5,3,赤,3,ヤスケ,牡,4,黒鹿毛,20220123,リオンディーズ,バケットリスト,シンボリクリスエス,渡邊竜,笠松,57,2-3-0-1,笹野博,笠松,中村規,宮内牧場,,,2-4-0-8,0-0-0-3,2-4-0-4,2-4-0-1,1-4-0-1,1:31.4,良1:31.4,,,,,1
笠松,20260825,5,4,青,4,ラインシュトラール,牡,6,黒鹿毛,20200407,タリスマニック,ラインハーディー,ゴールドアリュール,松本一,笠松,57,1-0-0-3,伊藤好,笠松,葛西豊次,株式会社ケイズ,,,6-5-2-61,0-0-0-0,6-5-2-59,1-0-0-22,1-0-0-17,1:32.0,良1:32.0,,,,,1
笠松,20260825,5,5,黄,5,フミフローレンス,牝,5,栗毛,20210416,ビッグアーサー,ディーズハイエンド,ダイワメジャー,東川慎,笠松,55,2-0-3-15,後藤正,笠松,吉澤一弥,日高大洋牧場,,,3-1-5-34,0-0-0-0,3-1-5-34,2-0-3-22,2-0-3-17,1:32.0,良1:32.0,,,,,1
笠松,20260825,5,6,緑,6,エファルジェント,牝,4,青鹿毛,20220423,サングレーザー,ニシノフジムスメ,キングヘイロー,馬渕繁,笠松,55,1-0-0-7,森山英,笠松,西岡透,株式会社アフリートフ,,,1-2-1-22,0-1-1-5,1-1-0-15,1-0-0-7,1-0-0-7,1:33.0,良1:33.0,,,,,1
笠松,20260825,5,7,橙,7,ベルシエル,牝,4,黒鹿毛,20220226,ホッコータルマエ,シャイニングスカイ,ディープインパクト,筒井勇,笠松,55,0-0-0-1,田口輝,笠松,豊原純弥,明治牧場,,,0-1-0-10,0-0-0-1,0-1-0-9,0-0-0-1,0-0-0-1,1:33.7,良1:33.7,,,,,1
笠松,20260825,5,8,桃,8,ケルティックハーツ,牡,4,鹿毛,20220507,ビッグアーサー,チェストケハーツ,ハーツクライ,加藤聡,愛知,57,1-0-1-1,伊藤強,笠松,（同）ＪＰＮ技研,沼田照秋,,,2-3-3-14,0-0-0-1,2-3-3-7,2-2-3-2,2-2-2-2,1:30.6,良1:30.6,,,,,1
笠松,20260825,6,1,白,1,ニシノステディミキ,牝,4,鹿毛,20220318,ミッキーロケット,ディーズハイビガー,アグネスデジタル,深澤杏,笠松,◇53,1-1-0-3,栗本陽,笠松,安藤浩也,加野牧場,,,1-1-0-27,0-0-0-0,1-1-0-26,1-1-0-5,1-1-0-4,1:32.5,良1:32.5,,,,,1
笠松,20260825,6,2,黒,2,ニホンピロベスパー,牝,4,青鹿毛,20220423,ニホンピロアワーズ,ニホンピロオーロラ,マンハッタンカフェ,松本一,笠松,55,1-2-2-2,川嶋弘,笠松,小林英一,友田牧場,,,2-4-3-8,0-0-0-0,2-4-3-8,1-3-3-5,1-2-3-5,1:31.8,良1:31.8,,,,,1
笠松,20260825,6,3,赤,3,プロペラシャフト,牡,8,鹿毛,20180415,トゥザグローリー,ミスバレイ,スクワートルスクワート,加藤利,愛知,57,0-1-0-1,水野善,笠松,古川孝雄,小倉牧場,,,8-12-16-66,0-0-0-0,8-12-16-66,8-12-16-57,7-11-13-41,1:29.4,良1:29.4,,,,,1
笠松,20260825,6,4,青,4,ブラボーキリシマ,牝,5,鹿毛,20210303,タニノギムレット,フルブロッサム,ストリートセンス,筒井勇,笠松,55,0-0-0-0,藤田正,笠松,西村新一郎,田原橋本牧場,,,1-4-7-13,0-0-0-0,1-4-7-13,1-0-1-2,1-0-0-1,1:32.4,良1:32.4,,,,,1
笠松,20260825,6,5,黄,5,サンカグヤヒメ,牝,5,鹿毛,20210325,ワールドエース,サンウィノナ,スニッツェル,東川慎,笠松,55,0-1-0-7,柴田高,笠松,古谷剛彦,株式会社ケイズ,,,2-6-6-34,0-0-0-0,2-6-6-34,0-2-2-14,0-2-2-11,1:30.4,良1:30.4,,,,,1
笠松,20260825,6,6,緑,6,ミスターヨッシャー,牡,4,栗毛,20220208,ノーブルミッション,ブルージャーニー,カジノドライヴ,大原浩,笠松,57,0-3-0-10,森山英,笠松,江川伸夫,マリオステーブル,,,0-4-3-24,0-0-0-5,0-4-3-19,0-4-3-18,0-3-3-17,1:31.4,良1:31.4,,,,,1
笠松,20260825,6,7,橙,7,ヤマミウルフ,牡,4,鹿毛,20220322,ホッコータルマエ,ヤマミダンス,ハーツクライ,細川智,愛知,57,0-0-0-0,藤田正,笠松,山下勲,新井昭二牧場,,,2-2-0-14,0-0-0-0,2-2-0-14,1-1-0-7,1-1-0-7,1:32.9,良1:32.9,,,,,1
笠松,20260825,6,8,桃,8,ビービーラフター,牡,4,鹿毛,20220502,ワールドエース,ビービーガナール,ビービーガルダン,丸野勝,愛知,57,0-1-1-3,加藤幸,笠松,巽祐子,坂東牧場,,,2-2-8-20,1-0-0-3,1-2-8-17,0-2-3-12,0-1-3-11,1:31.1,良1:31.1,,,,,1
笠松,20260825,7,1,白,1,マイネルウォーリア,牡,5,栗毛,20210331,ベストウォーリア,エイシンピカデリー,"Hard Spun",筒井勇,笠松,57,0-0-0-1,加藤幸,笠松,（株）ＫＹＮステーブル,佐藤牧場,,,8-4-6-16,0-0-0-1,8-4-6-15,0-0-0-2,0-0-0-2,1:32.6,良1:32.6,,,,,1
